group,die_index,image_path
H,10,../bueschelquinare_preprocessed/obverse/H/3109_a_cropped_graymasked.png
H,70,../bueschelquinare_preprocessed/obverse/H/3957_a_cropped_graymasked.png
H,71,../bueschelquinare_preprocessed/obverse/H/3930_a_cropped_graymasked.png
H,37,../bueschelquinare_preprocessed/obverse/H/169_a_cropped_graymasked.png
H,70,../bueschelquinare_preprocessed/obverse/H/3978_a_cropped_graymasked.png
H,32,../bueschelquinare_preprocessed/obverse/H/3983_a_cropped_graymasked.png
H,39,../bueschelquinare_preprocessed/obverse/H/170_a_cropped_graymasked.png
H,37,../bueschelquinare_preprocessed/obverse/H/3237_a_cropped_graymasked.png
H,23,../bueschelquinare_preprocessed/obverse/H/3986_a_cropped_graymasked.png
H,42,../bueschelquinare_preprocessed/obverse/H/2298_a_cropped_graymasked.png
H,55,../bueschelquinare_preprocessed/obverse/H/160_a_cropped_graymasked.png
H,58,../bueschelquinare_preprocessed/obverse/H/2297_a_cropped_graymasked.png
H,33,../bueschelquinare_preprocessed/obverse/H/2514_a_cropped_graymasked.png
H,33,../bueschelquinare_preprocessed/obverse/H/2312_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/2680_a_cropped_graymasked.png
C,68,../bueschelquinare_preprocessed/obverse/C/2690_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3440_a_cropped_graymasked.png
C,79,../bueschelquinare_preprocessed/obverse/C/205_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/150_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2906_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2811_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3267_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3889_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3414_a_cropped_graymasked.png
C,71,../bueschelquinare_preprocessed/obverse/C/3977_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3276_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/307_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3084_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3259_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2452_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3519_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2727_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3330_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/2659_a_cropped_graymasked.png
C,1,../bueschelquinare_preprocessed/obverse/C/2504_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2572_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2483_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/2588_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3046_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/3162_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/149_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/3147_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3492_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/230_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2937_a_cropped_graymasked.png
C,34,../bueschelquinare_preprocessed/obverse/C/2272_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/2355_a_cropped_graymasked.png
C,50,../bueschelquinare_preprocessed/obverse/C/2699_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/3173_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3030_a_cropped_graymasked.png
C,15,../bueschelquinare_preprocessed/obverse/C/2685_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3897_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2888_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2783_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2697_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/167_a_cropped_graymasked.png
C,46,../bueschelquinare_preprocessed/obverse/C/271_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2792_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/2543_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2813_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2403_a_cropped_graymasked.png
C,61,../bueschelquinare_preprocessed/obverse/C/3956_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3178_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/2534_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3317_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3961_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3284_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/3506_a_cropped_graymasked.png
C,50,../bueschelquinare_preprocessed/obverse/C/2853_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/2887_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/3914_a_cropped_graymasked.png
C,0,../bueschelquinare_preprocessed/obverse/C/2703_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/2321_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2729_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3441_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/3915_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3027_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2641_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3912_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3314_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2597_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2713_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2545_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/3071_a_cropped_graymasked.png
C,41,../bueschelquinare_preprocessed/obverse/C/3047_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/2642_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3224_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/2776_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2503_a_cropped_graymasked.png
C,76,../bueschelquinare_preprocessed/obverse/C/2859_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/2616_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/3051_a_cropped_graymasked.png
C,69,../bueschelquinare_preprocessed/obverse/C/3535_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3076_a_cropped_graymasked.png
C,75,../bueschelquinare_preprocessed/obverse/C/3411_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/3903_a_cropped_graymasked.png
C,69,../bueschelquinare_preprocessed/obverse/C/2764_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/2419_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2510_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3537_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/3239_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2833_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/2342_a_cropped_graymasked.png
C,18,../bueschelquinare_preprocessed/obverse/C/2712_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3542_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/3975_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/3158_a_cropped_graymasked.png
C,62,../bueschelquinare_preprocessed/obverse/C/3891_a_cropped_graymasked.png
C,48,../bueschelquinare_preprocessed/obverse/C/3038_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2429_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3170_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2892_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2633_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/2347_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/2505_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2635_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3175_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2244_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2617_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/2901_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2940_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2237_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3500_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3326_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/289_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3491_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2911_a_cropped_graymasked.png
C,1,../bueschelquinare_preprocessed/obverse/C/3228_a_cropped_graymasked.png
C,7,../bueschelquinare_preprocessed/obverse/C/3285_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3075_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/137_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/229_a_cropped_graymasked.png
C,7,../bueschelquinare_preprocessed/obverse/C/2470_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/3900_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2598_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/3062_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2835_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2340_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3242_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2553_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2604_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2544_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3942_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/2678_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3999_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/2344_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2575_a_cropped_graymasked.png
C,27,../bueschelquinare_preprocessed/obverse/C/232_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2593_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3171_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3174_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2343_a_cropped_graymasked.png
C,79,../bueschelquinare_preprocessed/obverse/C/2687_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/214_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2651_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3505_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/2384_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/3308_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2667_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2218_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2640_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3534_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/3058_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2599_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/2909_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/2482_a_cropped_graymasked.png
C,67,../bueschelquinare_preprocessed/obverse/C/2501_a_cropped_graymasked.png
C,18,../bueschelquinare_preprocessed/obverse/C/2686_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2957_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/2834_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/3256_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/3270_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3545_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3527_a_cropped_graymasked.png
C,72,../bueschelquinare_preprocessed/obverse/C/226_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2478_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2570_a_cropped_graymasked.png
C,0,../bueschelquinare_preprocessed/obverse/C/3949_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3077_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2526_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3536_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3546_a_cropped_graymasked.png
C,54,../bueschelquinare_preprocessed/obverse/C/2695_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3029_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/220_a_cropped_graymasked.png
C,68,../bueschelquinare_preprocessed/obverse/C/2856_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3533_a_cropped_graymasked.png
C,62,../bueschelquinare_preprocessed/obverse/C/3902_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/2706_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3515_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/3906_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3176_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/3997_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3524_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2824_a_cropped_graymasked.png
C,68,../bueschelquinare_preprocessed/obverse/C/196_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2737_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2583_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/179_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3526_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2582_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/2905_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3926_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2500_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/3303_a_cropped_graymasked.png
C,7,../bueschelquinare_preprocessed/obverse/C/2387_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/2248_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3207_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3921_a_cropped_graymasked.png
C,67,../bueschelquinare_preprocessed/obverse/C/2873_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3336_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2552_a_cropped_graymasked.png
C,18,../bueschelquinare_preprocessed/obverse/C/2614_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3072_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2645_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2530_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/3521_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2668_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/3923_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/3549_a_cropped_graymasked.png
C,58,../bueschelquinare_preprocessed/obverse/C/3925_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3904_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/3886_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3050_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2577_a_cropped_graymasked.png
C,52,../bueschelquinare_preprocessed/obverse/C/197_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/231_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/2718_a_cropped_graymasked.png
C,15,../bueschelquinare_preprocessed/obverse/C/2603_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2346_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3368_a_cropped_graymasked.png
C,39,../bueschelquinare_preprocessed/obverse/C/2629_a_cropped_graymasked.png
C,17,../bueschelquinare_preprocessed/obverse/C/3369_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/2486_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3031_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/3880_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3168_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2592_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3236_a_cropped_graymasked.png
C,72,../bueschelquinare_preprocessed/obverse/C/3469_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2619_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3294_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3486_a_cropped_graymasked.png
C,43,../bueschelquinare_preprocessed/obverse/C/3908_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2746_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2852_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2596_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/273_a_cropped_graymasked.png
C,54,../bueschelquinare_preprocessed/obverse/C/2671_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/2240_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/2730_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2431_a_cropped_graymasked.png
C,27,../bueschelquinare_preprocessed/obverse/C/3594_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3507_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3081_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2313_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/202_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/2720_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/3260_a_cropped_graymasked.png
C,49,../bueschelquinare_preprocessed/obverse/C/2531_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/3922_a_cropped_graymasked.png
C,38,../bueschelquinare_preprocessed/obverse/C/3021_a_cropped_graymasked.png
C,45,../bueschelquinare_preprocessed/obverse/C/2363_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3532_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/155_a_cropped_graymasked.png
C,71,../bueschelquinare_preprocessed/obverse/C/3885_a_cropped_graymasked.png
C,59,../bueschelquinare_preprocessed/obverse/C/2337_a_cropped_graymasked.png
C,73,../bueschelquinare_preprocessed/obverse/C/3053_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/2589_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/206_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/2683_a_cropped_graymasked.png
C,80,../bueschelquinare_preprocessed/obverse/C/2460_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/3297_a_cropped_graymasked.png
C,10,../bueschelquinare_preprocessed/obverse/C/3892_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3086_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/2711_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/240_a_cropped_graymasked.png
C,52,../bueschelquinare_preprocessed/obverse/C/3499_a_cropped_graymasked.png
C,19,../bueschelquinare_preprocessed/obverse/C/2748_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2408_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/3327_a_cropped_graymasked.png
C,66,../bueschelquinare_preprocessed/obverse/C/3887_a_cropped_graymasked.png
C,81,../bueschelquinare_preprocessed/obverse/C/3496_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2828_a_cropped_graymasked.png
C,42,../bueschelquinare_preprocessed/obverse/C/134_a_cropped_graymasked.png
C,24,../bueschelquinare_preprocessed/obverse/C/3287_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/2385_a_cropped_graymasked.png
C,41,../bueschelquinare_preprocessed/obverse/C/2497_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3040_a_cropped_graymasked.png
C,32,../bueschelquinare_preprocessed/obverse/C/2323_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3493_a_cropped_graymasked.png
C,4,../bueschelquinare_preprocessed/obverse/C/2644_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/2565_a_cropped_graymasked.png
C,57,../bueschelquinare_preprocessed/obverse/C/3022_a_cropped_graymasked.png
C,15,../bueschelquinare_preprocessed/obverse/C/3963_a_cropped_graymasked.png
C,33,../bueschelquinare_preprocessed/obverse/C/241_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3625_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2927_a_cropped_graymasked.png
C,37,../bueschelquinare_preprocessed/obverse/C/3907_a_cropped_graymasked.png
C,25,../bueschelquinare_preprocessed/obverse/C/3160_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/2867_a_cropped_graymasked.png
C,26,../bueschelquinare_preprocessed/obverse/C/2551_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3045_a_cropped_graymasked.png
C,64,../bueschelquinare_preprocessed/obverse/C/3264_a_cropped_graymasked.png
C,23,../bueschelquinare_preprocessed/obverse/C/3967_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/3888_a_cropped_graymasked.png
C,70,../bueschelquinare_preprocessed/obverse/C/2594_a_cropped_graymasked.png
C,44,../bueschelquinare_preprocessed/obverse/C/227_a_cropped_graymasked.png
C,53,../bueschelquinare_preprocessed/obverse/C/2708_a_cropped_graymasked.png
C,30,../bueschelquinare_preprocessed/obverse/C/2455_a_cropped_graymasked.png
C,67,../bueschelquinare_preprocessed/obverse/C/158_a_cropped_graymasked.png
C,47,../bueschelquinare_preprocessed/obverse/C/285_a_cropped_graymasked.png
C,72,../bueschelquinare_preprocessed/obverse/C/3574_a_cropped_graymasked.png
